"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","TOTAL","Total","FAM17","Child poverty rate","2012","2012","PC","Percentage","0","Units",,,9.9,,
"IRL","Ireland","TOTAL","Total","FAM17","Child poverty rate","2013","2013","PC","Percentage","0","Units",,,10.1,,
"IRL","Ireland","TOTAL","Total","FAM17","Child poverty rate","2014","2014","PC","Percentage","0","Units",,,9.3,,
"IRL","Ireland","TOTAL","Total","FAM17","Child poverty rate","2015","2015","PC","Percentage","0","Units",,,11.1,,
"IRL","Ireland","TOTAL","Total","FAM17","Child poverty rate","2016","2016","PC","Percentage","0","Units",,,10,,
"IRL","Ireland","TOTAL","Total","FAM17","Child poverty rate","2017","2017","PC","Percentage","0","Units",,,8.6,,
"IRL","Ireland","TOTAL","Total","FAM17","Child poverty rate","2018","2018","PC","Percentage","0","Units",,,8,,
"LUX","Luxembourg","TOTAL","Total","FAM16B","Neonatal mortality rate","2012","2012","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.7,,
"LUX","Luxembourg","TOTAL","Total","FAM16B","Neonatal mortality rate","2013","2013","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,3.1,,
"LUX","Luxembourg","TOTAL","Total","FAM16B","Neonatal mortality rate","2014","2014","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.8,,
"LUX","Luxembourg","TOTAL","Total","FAM16B","Neonatal mortality rate","2015","2015","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2,,
"LUX","Luxembourg","TOTAL","Total","FAM16B","Neonatal mortality rate","2016","2016","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,3,,
"LUX","Luxembourg","TOTAL","Total","FAM16B","Neonatal mortality rate","2017","2017","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.1,,
"LUX","Luxembourg","TOTAL","Total","FAM16B","Neonatal mortality rate","2018","2018","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,3,,
"AUS","Australia","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,11.7,,
"AUS","Australia","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,13,,
"AUS","Australia","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,12.6,,
"AUS","Australia","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,11.8,,
"AUS","Australia","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,11.4,,
"AUS","Australia","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,10.9,,
"AUS","Australia","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,10.8,,
"AUS","Australia","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,10.4,,
"AUS","Australia","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,14.2,,
"PRT","Portugal","TOTAL","Total","FAM17","Child poverty rate","2012","2012","PC","Percentage","0","Units",,,17.8,,
"PRT","Portugal","TOTAL","Total","FAM17","Child poverty rate","2013","2013","PC","Percentage","0","Units",,,18.3,,
"PRT","Portugal","TOTAL","Total","FAM17","Child poverty rate","2014","2014","PC","Percentage","0","Units",,,18.2,,
"PRT","Portugal","TOTAL","Total","FAM17","Child poverty rate","2015","2015","PC","Percentage","0","Units",,,15.5,,
"PRT","Portugal","TOTAL","Total","FAM17","Child poverty rate","2016","2016","PC","Percentage","0","Units",,,15.5,,
"PRT","Portugal","TOTAL","Total","FAM17","Child poverty rate","2017","2017","PC","Percentage","0","Units",,,12.2,,
"PRT","Portugal","TOTAL","Total","FAM17","Child poverty rate","2018","2018","PC","Percentage","0","Units",,,12.2,,
"BEL","Belgium","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,17.5,,
"BEL","Belgium","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,18.7,,
"BEL","Belgium","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,18.9,,
"BEL","Belgium","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,15.8,,
"BEL","Belgium","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,14.3,,
"BEL","Belgium","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,15.2,,
"BEL","Belgium","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,14.6,,
"BEL","Belgium","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,15.4,,
"BEL","Belgium","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,14,,
"ITA","Italy","TOTAL","Total","FAM2","Mean age of women at childbirth","2012","2012","YR","Years","0","Units",,,31.4,,
"ITA","Italy","TOTAL","Total","FAM2","Mean age of women at childbirth","2013","2013","YR","Years","0","Units",,,31.5,,
"ITA","Italy","TOTAL","Total","FAM2","Mean age of women at childbirth","2014","2014","YR","Years","0","Units",,,31.5,,
"ITA","Italy","TOTAL","Total","FAM2","Mean age of women at childbirth","2015","2015","YR","Years","0","Units",,,31.7,,
"ITA","Italy","TOTAL","Total","FAM2","Mean age of women at childbirth","2016","2016","YR","Years","0","Units",,,31.8,,
"ITA","Italy","TOTAL","Total","FAM2","Mean age of women at childbirth","2017","2017","YR","Years","0","Units",,,31.9,,
"ITA","Italy","TOTAL","Total","FAM2","Mean age of women at childbirth","2018","2018","YR","Years","0","Units",,,32,,
"ITA","Italy","TOTAL","Total","FAM2","Mean age of women at childbirth","2019","2019","YR","Years","0","Units",,,32.1,,
"ITA","Italy","TOTAL","Total","FAM2","Mean age of women at childbirth","2020","2020","YR","Years","0","Units",,,32.2,,
"GBR","United Kingdom","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.92,,
"GBR","United Kingdom","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.83,,
"GBR","United Kingdom","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.81,,
"GBR","United Kingdom","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.8,,
"GBR","United Kingdom","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.79,,
"GBR","United Kingdom","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.74,,
"GBR","United Kingdom","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.68,,
"GBR","United Kingdom","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.63,,
"GBR","United Kingdom","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.56,,
"SVK","Slovak Republic","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,27.5,,
"SVK","Slovak Republic","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,27.5,,
"SVK","Slovak Republic","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,28.2,,
"SVK","Slovak Republic","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,23.5,,
"SVK","Slovak Republic","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,22.1,,
"SVK","Slovak Republic","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,22.8,,
"SVK","Slovak Republic","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,21.4,,
"SVK","Slovak Republic","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,20.1,,
"SVK","Slovak Republic","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,20.7,,
"KOR","Korea","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2012","2012","PC","Percentage","0","Units",,,2.1,,
"KOR","Korea","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2013","2013","PC","Percentage","0","Units",,,2.1,,
"KOR","Korea","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2014","2014","PC","Percentage","0","Units",,,1.9,,
"KOR","Korea","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2015","2015","PC","Percentage","0","Units",,,1.9,,
"KOR","Korea","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2016","2016","PC","Percentage","0","Units",,,1.9,,
"KOR","Korea","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2017","2017","PC","Percentage","0","Units",,,1.9,,
"KOR","Korea","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2018","2018","PC","Percentage","0","Units",,,2.2,,
"KOR","Korea","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2019","2019","PC","Percentage","0","Units",,,2.3,,
"LTU","Lithuania","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,2.7,,
"LTU","Lithuania","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,3.9,,
"LTU","Lithuania","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,2.1,,
"LTU","Lithuania","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,2.3,,
"LTU","Lithuania","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,2.6,,
"LTU","Lithuania","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,3,,
"LTU","Lithuania","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,2.3,,
"SVN","Slovenia","TOTAL","Total","FAM17","Child poverty rate","2012","2012","PC","Percentage","0","Units",,,8.9,,
"SVN","Slovenia","TOTAL","Total","FAM17","Child poverty rate","2013","2013","PC","Percentage","0","Units",,,9.8,,
"SVN","Slovenia","TOTAL","Total","FAM17","Child poverty rate","2014","2014","PC","Percentage","0","Units",,,9,,
"SVN","Slovenia","TOTAL","Total","FAM17","Child poverty rate","2015","2015","PC","Percentage","0","Units",,,7.2,,
"SVN","Slovenia","TOTAL","Total","FAM17","Child poverty rate","2016","2016","PC","Percentage","0","Units",,,7.1,,
"SVN","Slovenia","TOTAL","Total","FAM17","Child poverty rate","2017","2017","PC","Percentage","0","Units",,,6.4,,
"SVN","Slovenia","TOTAL","Total","FAM17","Child poverty rate","2018","2018","PC","Percentage","0","Units",,,5.9,,
"NLD","Netherlands","TOTAL","Total","FAM17","Child poverty rate","2012","2012","PC","Percentage","0","Units",,,9.2,,
"NLD","Netherlands","TOTAL","Total","FAM17","Child poverty rate","2013","2013","PC","Percentage","0","Units",,,10.5,,
"NLD","Netherlands","TOTAL","Total","FAM17","Child poverty rate","2014","2014","PC","Percentage","0","Units",,,10.7,,
"NLD","Netherlands","TOTAL","Total","FAM17","Child poverty rate","2015","2015","PC","Percentage","0","Units",,,10.4,,
"NLD","Netherlands","TOTAL","Total","FAM17","Child poverty rate","2016","2016","PC","Percentage","0","Units",,,10.9,,
"HUN","Hungary","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2012","2012","_1000","Per thousand","0","Units",,,2.2,,
"HUN","Hungary","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2013","2013","_1000","Per thousand","0","Units",,,2,,
"HUN","Hungary","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2014","2014","_1000","Per thousand","0","Units",,,2,,
"HUN","Hungary","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2015","2015","_1000","Per thousand","0","Units",,,2.1,,
"HUN","Hungary","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2016","2016","_1000","Per thousand","0","Units",,,2,,
"HUN","Hungary","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2017","2017","_1000","Per thousand","0","Units",,,1.9,,
"HUN","Hungary","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2018","2018","_1000","Per thousand","0","Units",,,1.7,,
"HUN","Hungary","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2019","2019","_1000","Per thousand","0","Units",,,1.8,,
"HUN","Hungary","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2020","2020","_1000","Per thousand","0","Units",,,1.5,,
"USA","United States","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,14,,
"USA","United States","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,17,,
"USA","United States","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,16.4,,
"USA","United States","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,15.6,,
"USA","United States","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,14.7,,
"USA","United States","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,13.7,,
"USA","United States","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,13.5,,
"USA","United States","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,13.4,,
"USA","United States","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,13.4,,
"NZL","New Zealand","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,14.8,,
"NZL","New Zealand","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,14.1,,
"NZL","New Zealand","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,12.9,,
"NZL","New Zealand","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,13.3,,
"NZL","New Zealand","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,11.3,,
"NZL","New Zealand","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,11.2,,
"NZL","New Zealand","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,10.2,,
"NZL","New Zealand","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,11.8,,
"NZL","New Zealand","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,12.4,,
"LVA","Latvia","TOTAL","Total","FAM17","Child poverty rate","2012","2012","PC","Percentage","0","Units",,,15.6,,
"LVA","Latvia","TOTAL","Total","FAM17","Child poverty rate","2013","2013","PC","Percentage","0","Units",,,15.6,,
"LVA","Latvia","TOTAL","Total","FAM17","Child poverty rate","2014","2014","PC","Percentage","0","Units",,,15.6,,
"LVA","Latvia","TOTAL","Total","FAM17","Child poverty rate","2015","2015","PC","Percentage","0","Units",,,12.3,,
"LVA","Latvia","TOTAL","Total","FAM17","Child poverty rate","2016","2016","PC","Percentage","0","Units",,,13,,
"LVA","Latvia","TOTAL","Total","FAM17","Child poverty rate","2017","2017","PC","Percentage","0","Units",,,11.1,,
"LVA","Latvia","TOTAL","Total","FAM17","Child poverty rate","2018","2018","PC","Percentage","0","Units",,,10.5,,
"LVA","Latvia","TOTAL","Total","FAM17","Child poverty rate","2019","2019","PC","Percentage","0","Units",,,10.2,,
"CHL","Chile","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,12.7,,
"CHL","Chile","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,11.4,,
"CHL","Chile","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,11.7,,
"DNK","Denmark","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,19.4,,
"DNK","Denmark","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,18.9,,
"DNK","Denmark","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,18,,
"DNK","Denmark","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,16,,
"DNK","Denmark","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,13.9,,
"DNK","Denmark","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,17,,
"DNK","Denmark","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,17.6,,
"DNK","Denmark","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,16.8,,
"SWE","Sweden","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,9.7,,
"SWE","Sweden","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,9.4,,
"SWE","Sweden","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,9.4,,
"SWE","Sweden","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,9.1,,
"SWE","Sweden","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,8.2,,
"SWE","Sweden","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,8,,
"SWE","Sweden","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,8.9,,
"SWE","Sweden","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,7,,
"SWE","Sweden","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,7.6,,
"FIN","Finland","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,11.9,,
"FIN","Finland","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,12.3,,
"FIN","Finland","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,13,,
"FIN","Finland","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,14.3,,
"FIN","Finland","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,13.2,,
"FIN","Finland","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,12.6,,
"FIN","Finland","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,11.9,,
"FIN","Finland","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,11,,
"FIN","Finland","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,10.8,,
"CHL","Chile","TOTAL","Total","FAM2","Mean age of women at childbirth","2012","2012","YR","Years","0","Units",,,28.1,,
"CHL","Chile","TOTAL","Total","FAM2","Mean age of women at childbirth","2013","2013","YR","Years","0","Units",,,28.3,,
"CHL","Chile","TOTAL","Total","FAM2","Mean age of women at childbirth","2014","2014","YR","Years","0","Units",,,28.5,,
"CHL","Chile","TOTAL","Total","FAM2","Mean age of women at childbirth","2015","2015","YR","Years","0","Units",,,28.8,,
"CHL","Chile","TOTAL","Total","FAM2","Mean age of women at childbirth","2016","2016","YR","Years","0","Units",,,29.1,,
"CHL","Chile","TOTAL","Total","FAM2","Mean age of women at childbirth","2017","2017","YR","Years","0","Units",,,29.4,,
"CHL","Chile","TOTAL","Total","FAM2","Mean age of women at childbirth","2018","2018","YR","Years","0","Units",,,29.6,,
"CHL","Chile","TOTAL","Total","FAM2","Mean age of women at childbirth","2019","2019","YR","Years","0","Units",,,29.9,,
"CHL","Chile","TOTAL","Total","FAM2","Mean age of women at childbirth","2020","2020","YR","Years","0","Units",,,30.1,,
"IRL","Ireland","TOTAL","Total","FAM2","Mean age of women at childbirth","2012","2012","YR","Years","0","Units",,,31.5,,
"IRL","Ireland","TOTAL","Total","FAM2","Mean age of women at childbirth","2013","2013","YR","Years","0","Units",,,31.7,,
"IRL","Ireland","TOTAL","Total","FAM2","Mean age of women at childbirth","2014","2014","YR","Years","0","Units",,,31.8,,
"IRL","Ireland","TOTAL","Total","FAM2","Mean age of women at childbirth","2015","2015","YR","Years","0","Units",,,31.9,,
"IRL","Ireland","TOTAL","Total","FAM2","Mean age of women at childbirth","2016","2016","YR","Years","0","Units",,,32.1,,
"IRL","Ireland","TOTAL","Total","FAM2","Mean age of women at childbirth","2017","2017","YR","Years","0","Units",,,32.1,,
"IRL","Ireland","TOTAL","Total","FAM2","Mean age of women at childbirth","2018","2018","YR","Years","0","Units",,,32.2,,
"IRL","Ireland","TOTAL","Total","FAM2","Mean age of women at childbirth","2019","2019","YR","Years","0","Units",,,32.4,,
"IRL","Ireland","TOTAL","Total","FAM2","Mean age of women at childbirth","2020","2020","YR","Years","0","Units",,,32.6,,
"ISL","Iceland","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2012","2012","_1000","Per thousand","0","Units",,,4.6,,
"ISL","Iceland","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2013","2013","_1000","Per thousand","0","Units",,,4.4,,
"ISL","Iceland","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2014","2014","_1000","Per thousand","0","Units",,,4.1,,
"ISL","Iceland","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2015","2015","_1000","Per thousand","0","Units",,,4.6,,
"ISL","Iceland","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2016","2016","_1000","Per thousand","0","Units",,,4.9,,
"ISL","Iceland","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2017","2017","_1000","Per thousand","0","Units",,,5.8,,
"ISL","Iceland","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2018","2018","_1000","Per thousand","0","Units",,,6,,
"ISL","Iceland","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2019","2019","_1000","Per thousand","0","Units",,,5.8,,
"ISL","Iceland","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2020","2020","_1000","Per thousand","0","Units",,,5,,
"NOR","Norway","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,10.7,,
"NOR","Norway","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,10.9,,
"NOR","Norway","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,10.7,,
"NOR","Norway","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,10.2,,
"NOR","Norway","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,10.9,,
"NOR","Norway","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,10.1,,
"NOR","Norway","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,10.3,,
"NOR","Norway","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,8.7,,
"NOR","Norway","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,10,,
"POL","Poland","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2012","2012","_1000","Per thousand","0","Units",,,5.4,,
